pair,setup,entry_time,entry_price,qty,exit_time,exit_price,exit_reason,fees_idr,pnl_idr
btc_idr,trend_breakout,2021-02-07T00:00:00+00:00,553252000,0.00012280,2021-02-24T00:00:00+00:00,738025000,stop_loss,542.62,22147.50
btc_idr,trend_breakout,2021-03-14T00:00:00+00:00,883641000,0.00007801,2021-03-26T00:00:00+00:00,761845000,stop_loss,439.26,-9940.57
eth_idr,trend_breakout,2021-04-02T00:00:00+00:00,28355000,0.00247586,2021-04-19T00:00:00+00:00,33202000,stop_loss,521.54,11478.96
btc_idr,trend_breakout,2021-04-06T00:00:00+00:00,870435000,0.00010224,2021-04-19T00:00:00+00:00,859286000,stop_loss,605.17,-1745.04
eth_idr,trend_breakout,2021-04-29T00:00:00+00:00,40470000,0.00150015,2021-05-17T00:00:00+00:00,54580000,stop_loss,487.94,20679.18
btc_idr,trend_breakout,2021-07-31T00:00:00+00:00,609305000,0.00012021,2021-09-08T00:00:00+00:00,680218000,stop_loss,530.46,7994.00
eth_idr,trend_breakout,2021-07-31T00:00:00+00:00,35513000,0.00155038,2021-09-08T00:00:00+00:00,50132000,stop_loss,454.38,22210.62
btc_idr,trend_breakout,2021-10-06T00:00:00+00:00,731839000,0.00011671,2021-11-17T00:00:00+00:00,875954000,stop_loss,642.12,16177.54
eth_idr,trend_breakout,2021-10-15T00:00:00+00:00,53308000,0.00131354,2021-11-17T00:00:00+00:00,60917000,stop_loss,513.43,9481.29
sol_idr,trend_breakout,2022-03-31T00:00:00+00:00,1733030,0.03607048,2022-04-07T00:00:00+00:00,1680438,stop_loss,421.34,-2318.35
btc_idr,trend_breakout,2022-03-25T00:00:00+00:00,629734000,0.00012332,2022-04-09T00:00:00+00:00,613915000,stop_loss,524.82,-2475.62
eth_idr,trend_breakout,2022-03-25T00:00:00+00:00,44527000,0.00158277,2022-04-12T00:00:00+00:00,45170000,stop_loss,485.82,531.90
eth_idr,trend_breakout,2022-08-11T00:00:00+00:00,27371000,0.00239808,2022-08-20T00:00:00+00:00,25318000,stop_loss,432.38,-5355.64
